10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10001,Jai,ganesh,jai.jai@gmail.com,savings
10003,Sam,Daniel,jai.jai@gmail.com,current
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
10002,Johny,Harris,Harris@gmail.com,savings
10004,Ryan,Harris,Ryan@gmail.com,savings
